Abeillia abeillei_Zielaczek
Baeolophus inornatus_Sikora kalifornijska
Baeolophus ridgwayi_Sikora mysia
Baeolophus wollweberi_Sikora cuglowa
Baeopogon indicator_Kongowiec jasnooki
Balearica regulorum_Koronnik szary
Bambusicola fytchii_Bambusówka górska
Bambusicola sonorivox_Bambusówka rdzawoplama
Bambusicola thoracicus_Bambusówka chińska
Bangsia aureocincta_Tanagra złotołbista
Bangsia edwardsi_Tanagra modrolica
Bangsia melanochlamys_Tanagra czarno-złota
Bangsia rothschildi_Tanagra złotopierśna
Barnardius zonarius_Rozella czarnogłowa
Bartramia longicauda_Preriowiec
Baryphthengus martii_Piłodziób rdzawy
Baryphthengus ruficapillus_Piłodziób rdzawogłowy
Basileuterus belli_Koronówka złotobrewa
Basileuterus culicivorus_Koronówka szarogrzbieta
Basileuterus lachrymosus_Koronówka wachlarzowata
Basileuterus melanogenys_Koronówka czarnolica
Basileuterus melanotis_Koronówka kostarykańska
Basileuterus rufifrons_Koronówka rdzawoucha
Basileuterus trifasciatus_Koronówka Taczanowskiego
Basileuterus tristriatus_Koronówka paskogłowa
Batara cinerea_Batara
Bathmocercus rufus_Strumieńczyk czarnolicy
Batis capensis_Krępnik rdzawoskrzydły
Batis crypta_Krępnik ciemny
Batis erlangeri_Krępnik białobrewy
Batis molitor_Krępnik czarnopierśny
Batis orientalis_Krępnik akacjowy
Batis perkeo_Krępnik malutki
Batis pririt_Krępnik szaroboczny
Batrachostomus affinis_Gębal malajski
Batrachostomus auritus_Gębal uszaty
Batrachostomus cornutus_Gębal sundajski
Batrachostomus hodgsoni_Gębal długosterny
Batrachostomus javensis_Gębal jawajski
Batrachostomus moniliger_Gębal cejloński
Batrachostomus septimus_Gębal cynamonowy
Batrachostomus stellatus_Gębal łuskowany
Berenicornis comatus_Dzioborożec długoczuby
Berlepschia rikeri_Palmołaz
Bernieria madagascariensis_Madagaskarniczek długodzioby
Bias musicus_Kongowczyk czubaty
Biatas nigropectus_Śliniacznik
Bleda canicapillus_Bleda szarogłowa
Bleda notatus_Bleda kongijska
Bleda syndactylus_Bleda rudosterna
Blythipicus pyrrhotis_Drewniak kasztanowaty
Blythipicus rubiginosus_Drewniak ciemny
Boissonneaua flavescens_Amorek zielony
Boissonneaua jardini_Amorek szafirowy
Boissonneaua matthewsii_Amorek ognisty
Bolborhynchus ferrugineifrons_Stokówka rdzawoczelna
Bolborhynchus lineola_Stokówka prążkowana
Bolborhynchus orbygnesius_Stokówka andyjska
Bolemoreus frenatus_Kantarowczyk duży
Bombycilla cedrorum_Jemiołuszka cedrowa
Bombycilla garrulus_Jemiołuszka (zwyczajna)
Bombycilla japonica_Jemiołuszka japońska
Bonasa umbellus_Cieciornik
Bostrychia hagedash_Ibis białowąsy
Bostrychia rara_Ibis plamisty
Botaurus lentiginosus_Bąk amerykański
Botaurus pinnatus_Bąk pstry
Botaurus stellaris_Bąk (zwyczajny)
Brachygalba albogularis_Złotopiór białogardły
Brachygalba lugubris_Złotopiór żałobny
Brachypodius atriceps_Black-headed Bulbul
Brachypodius eutilotus_Puff-backed Bulbul
Brachypodius priocephalus_Bilbil szarogłowy
Brachypodius urostictus_Yellow-wattled Bulbul
Brachypteryx cruralis_Kusochwostka białobrewa
Brachypteryx goodfellowi_Kusochwostka brązowa
Brachypteryx hyperythra_Kusochwostka rudobrzucha
Brachypteryx leucophris_Kusochwostka mała
Brachypteryx montana_Kusochwostka górska
Brachyramphus marmoratus_Morzyk marmurkowy
Bradornis microrhynchus_African Gray Flycatcher
Bradypterus baboecala_Krótkolotka bagienna
Bradypterus bangwaensis_Krótkolotka rdzawobrewa
Bradypterus barratti_Krótkolotka uboga
Bradypterus brunneus_Krótkolotka brązowa
Bradypterus cinnamomeus_Krótkolotka cynamonowa
Bradypterus lopezi_Krótkolotka brunatna
Bradypterus sylvaticus_Krótkolotka szerokosterna
Branta bernicla_Bernikla obrożna
Branta canadensis_Bernikla kanadyjska
Branta hutchinsii_Bernikla północna
Branta leucopsis_Bernikla białolica
Branta sandvicensis_Bernikla hawajska
Brotogeris chiriri_Stadniczka żółtoskrzydła
Brotogeris chrysoptera_Stadniczka złotoskrzydła
Brotogeris cyanoptera_Stadniczka niebieskosterna
Brotogeris jugularis_Stadniczka brązowoskrzydła
Brotogeris pyrrhoptera_Stadniczka siwolica
Brotogeris sanctithomae_Stadniczka żółtoczelna
Brotogeris tirica_Stadniczka spiżowa
Brotogeris versicolurus_Stadniczka białoskrzydła
Bubalornis albirostris_Bawolik białodzioby
Bubalornis niger_Bawolik czerwonodzioby
Bubo africanus_Puchacz plamisty
Bubo ascalaphus_Puchacz pustynny
Bubo bubo_Puchacz (zwyczajny)
Bubo lacteus_Puchacz mleczny
Bubo magellanicus_Puchacz magellański
Bubo nipalensis_Puchacz jarzębaty
Bubo scandiacus_Puchacz śnieżny
Bubo sumatranus_Puchacz malajski
Bubo virginianus_Puchacz wirginijski
Bubulcus ibis_Czapla złotawa
Bucanetes githagineus_Gilak pustynny
Buccanodon duchaillui_Wąsalik
Bucco capensis_Drzym obrożny
Bucco macrodactylus_Drzym jarzębaty
Bucco tamatia_Drzym wąsaty
Bucephala albeola_Gągołek
Bucephala clangula_Gągoł
Bucephala islandica_Sierpiec
Buceros bicornis_Dzioborożec wielki
Buceros hydrocorax_Dzioborożec rdzawogłowy
Buceros rhinoceros_Dzioborożec żałobny
Bucorvus leadbeateri_Dzioboróg kafryjski
Buphagus africanus_Bąkojad żółtodzioby
Buphagus erythrorynchus_Bąkojad czerwonodzioby
Burhinus bistriatus_Kulon amerykański
Burhinus capensis_Kulon plamisty
Burhinus grallarius_Kulon australijski
Burhinus indicus_Kulon indyjski
Burhinus oedicnemus_Kulon (zwyczajny)
Burhinus senegalensis_Kulon rzeczny
Burhinus superciliaris_Kulon peruwiański
Burhinus vermiculatus_Kulon nadwodny
Busarellus nigricollis_Tarczownik
Butastur indicus_Myszołap białobrewy
Buteo albigula_Myszołów białogardły
Buteo albonotatus_Myszołów czarny
Buteo augur_Myszołów białobrzuchy
Buteo brachyurus_Myszołów krótkoogonowy
Buteo buteo_Myszołów (zwyczajny)
Buteo jamaicensis_Myszołów rdzawosterny
Buteo japonicus_Myszołów amurski
Buteo lagopus_Myszołów włochaty
Buteo lineatus_Myszołów rdzawoskrzydły
Buteo nitidus_Myszołowik prążkowany
Buteo plagiatus_Myszołowik popielaty
Buteo platypterus_Myszołów szerokoskrzydły
Buteo regalis_Myszołów królewski
Buteo ridgwayi_Myszołów siwogłowy
Buteo rufinus_Kurhannik
Buteo swainsoni_Myszołów preriowy
Buteogallus anthracinus_Czarnostrząb leśny
Buteogallus coronatus_Urubitinga czubata
Buteogallus meridionalis_Czarnostrząb rdzawy
Buteogallus schistaceus_Czarnostrząb śniady
Buteogallus urubitinga_Urubitinga czarna
Buthraupis montana_Andotanager kapturowy
Buthraupis wetmorei_Masked Mountain-Tanager
Butorides striata_Czapla zielonawa
Butorides virescens_Czapla zielona
Bycanistes albotibialis_Dzioborożec białosterny
Bycanistes brevis_Dzioborożec srebrnolicy
Bycanistes bucinator_Dzioborożec trąbiący
Bycanistes fistulator_Dzioborożec piskliwy
Bycanistes subcylindricus_Dzioborożec baniastoczoły
Cacatua ducorpsii_Kakadu mała
Cacatua galerita_Kakadu żółtoczuba
Cacatua pastinator_Kakadu długodzioba
Cacatua sanguinea_Kakadu sinooka
Cacatua tenuirostris_Kakadu cienkodzioba
Cacicus cela_Kacykowiec żółtosterny
Cacicus chrysonotus_Kacykowiec andyjski
Cacicus chrysopterus_Kacykowiec żółtoskrzydły
Cacicus haemorrhous_Kacykowiec czerwonorzytny
Cacicus latirostris_Kacykowiec amazoński
Cacicus leucoramphus_Kacykowiec kolumbijski
Cacicus microrhynchus_Kacykowiec krótkodzioby
Cacicus oseryi_Kacykowiec hełmiasty
Cacicus solitarius_Kacykowiec samotny
Cacicus uropygialis_Kacykowiec szkarłatnorzytny
Cacomantis castaneiventris_Kukułka kasztanowobrzucha
Cacomantis flabelliformis_Kukułka wachlarzowata
Cacomantis leucolophus_Kukułka białogłowa
Cacomantis merulinus_Kukułka siwogardła
Cacomantis pallidus_Kukułka blada
Cacomantis passerinus_Kukułka siwobrzucha
Cacomantis sepulcralis_Kukułka rdzawobrzucha
Cacomantis sonneratii_Kukułka jarzębata
Cacomantis variolosus_Kukułka płowa
Cairina moschata_Piżmówka
Calamanthus fuliginosus_Pustkowik kreskowany
Calamonastes simplex_Zebrynka ciemna
Calamonastes stierlingi_Zebrynka pasiasta
Calamospiza melanocorys_Bizończyk
Calandrella acutirostris_Skowrończyk tybetański
Calandrella brachydactyla_Skowrończyk krótkopalcowy
Calandrella cinerea_Skowrończyk rdzawołbisty
Calcarius lapponicus_Poświerka (zwyczajna)
Calcarius ornatus_Poświerka czarnobrzucha
Calcarius pictus_Poświerka płowa
Calendulauda africanoides_Afroskowronek białobrzuchy
Calendulauda albescens_Afroskowronek śniady
Calendulauda alopex_Afroskowronek czerwonawy
Calendulauda poecilosterna_Afroskowronek rdzawolicy
Calendulauda sabota_Afroskowronek białobrewy
Calicalicus madagascariensis_Wanga krasnosterna
Calicalicus rufocarpalis_Wanga maskowa
Calidris acuminata_Biegus ostrosterny
Calidris alba_Piaskowiec
Calidris alpina_Biegus zmienny
Calidris bairdii_Biegus długoskrzydły
Calidris canutus_Biegus rdzawy
Calidris falcinellus_Biegus płaskodzioby
Calidris ferruginea_Biegus krzywodzioby
Calidris fuscicollis_Biegus białorzytny
Calidris himantopus_Biegus brodźcowaty
Calidris maritima_Biegus morski
Calidris mauri_Biegus alaskański
Calidris melanotos_Biegus arktyczny
Calidris minuta_Biegus malutki
Calidris minutilla_Biegus karłowaty
Calidris ptilocnemis_Biegus skalny
Calidris pugnax_Batalion
Calidris pusilla_Biegus tundrowy
Calidris ruficollis_Biegus rdzawoszyi
Calidris subminuta_Biegus smukłonogi
Calidris temminckii_Biegus mały
Calidris virgata_Brzegowiec
Caligavis chrysops_Maskowik pręgolicy
Callacanthis burtoni_Krasnotek
Callaeas wilsoni_Koralnik modropłatkowy
Calliope calliope_Słowiczek rubinowy
Calliope pectardens_Słowiczek ognistogardły
Calliope pectoralis_Słowiczek białosterny
Calliope tschebaiewi_Słowiczek wąsaty
Callipepla californica_Przepiór kalifornijski
Callipepla douglasii_Przepiór strojny
Callipepla gambelii_Przepiór czubaty
Callipepla squamata_Przepiór łuskowany
Callocephalon fimbriatum_Kakadu krasnogłowa
Calocitta colliei_Srokal czarnogardły
Calocitta formosa_Srokal białogardły
Calonectris borealis_Burzyk duży
Calonectris diomedea_Burzyk żółtodzioby
Caloperdix oculeus_Rdzawopiór
Calothorax lucifer_Koliberek pustynny
Calypte anna_Koliberek żarogłowy
Calypte costae_Koliberek kalifornijski
Calyptomena viridis_Nosoczub szmaragdowy
Calyptomena whiteheadi_Nosoczub czarnogardły
Calyptophilus frugivorus_Hispaniol oliwkowy
Calyptophilus tertius_Hispaniol brązowawy
Calyptorhynchus banksii_żałobnica rudosterna
Calyptorhynchus baudinii_Baudin's Black-Cockatoo
Calyptorhynchus funereus_Yellow-tailed Black-Cockatoo
Calyptorhynchus lathami_żałobnica brunatna
Calyptorhynchus latirostris_Carnaby's Black-Cockatoo
Camaroptera brachyura_Beczak zielonogrzbiety
Camaroptera brevicaudata_Beczak szarogrzbiety
Camaroptera chloronota_Beczak kusy
Camaroptera superciliaris_Beczak żółtobrewy
Campephaga flava_Liszkojad czarny
Campephaga quiscalina_Liszkojad purpurowy
Campephilus gayaquilensis_Dzięcioł pręgogrzbiety
Campephilus guatemalensis_Dzięcioł jasnodzioby
Campephilus haematogaster_Dzięcioł wspaniały
Campephilus leucopogon_Dzięcioł płowogrzbiety
Campephilus magellanicus_Dzięcioł magellański
Campephilus melanoleucos_Dzięcioł szkarłatnoczuby
Campephilus pollens_Dzięcioł białowstęgi
Campephilus robustus_Dzięcioł jasnogrzbiety
Campephilus rubricollis_Dzięcioł czerwonoszyi
Campethera abingoni_Dzięciolik złotosterny
Campethera nubica_Dzięciolik moręgowany
Campochaera sloetii_Gąsienicojad złoty
Camptostoma imberbe_Koszykotyranik północny
Camptostoma obsoletum_Koszykotyranik czubaty
Campylopterus curvipennis_Wdge-tailed Sabrewing
Campylopterus excellens_Long-tailed Sabrewing
Campylopterus falcatus_Zapylak lazurowy
Campylopterus hemileucurus_Zapylak fioletowy
Campylopterus largipennis_Zapylak szary
Campylopterus rufus_Rufous Sabrewing
Campylopterus villaviscensio_Zapylak ekwadorski
Campylorhamphus falcularius_Drzewiarz czarnodzioby
Campylorhamphus procurvoides_Drzewiarz krzywodzioby
Campylorhamphus pusillus_Drzewiarz brązowogłowy
Campylorhamphus trochilirostris_Drzewiarz czerwonodzioby
Campylorhynchus albobrunneus_Strzyż białoglowy
Campylorhynchus brunneicapillus_Strzyż kaktusowy
Campylorhynchus capistratus_Strzyż rdzawogrzbiety
Campylorhynchus chiapensis_Strzyż wielki
Campylorhynchus fasciatus_Strzyż zebrowany
Campylorhynchus griseus_Strzyż dwubarwny
Campylorhynchus gularis_Strzyż dębowy
Campylorhynchus humilis_Strzyż rdzawoszyi
Campylorhynchus jocosus_Strzyż białolicy
Campylorhynchus megalopterus_Strzyż jarzębaty
Campylorhynchus nuchalis_Strzyż plamisty
Campylorhynchus rufinucha_Strzyż rdzawokarkowy
Campylorhynchus turdinus_Strzyż drozdowaty
Campylorhynchus yucatanicus_Strzyż jukatański
Campylorhynchus zonatus_Strzyż rdzawobrzuchy
Cantorchilus elutus_Pręgostrzyżyk żółtooki
Cantorchilus griseus_Pręgostrzyżyk szary
Cantorchilus guarayanus_Pręgostrzyżyk boliwijski
Cantorchilus leucopogon_Pręgostrzyżyk płowy
Cantorchilus leucotis_Pręgostrzyżyk amazoński
Cantorchilus longirostris_Pręgostrzyżyk długodzioby
Cantorchilus modestus_Pręgostrzyżyk skromny
Cantorchilus nigricapillus_Pręgostrzyżyk maskowy
Cantorchilus semibadius_Pręgostrzyżyk rzeczny
Cantorchilus superciliaris_Pręgostrzyżyk białolicy
Cantorchilus thoracicus_Pręgostrzyżyk ciemny
Capito auratus_Brodacz złocisty
Capito aurovirens_Brodacz krasnoczapkowy
Capito dayi_Brodacz czarnowstęgi
Capito hypoleucus_Brodacz białogrzbiety
Capito quinticolor_Brodacz pięciobarwny
Capito squamatus_Brodacz ognistoczelny
Capito wallacei_Brodacz krasnopręgi
Caprimulgus affinis_Lelek krótkosterny
Caprimulgus asiaticus_Lelek krótkoskrzydły
Caprimulgus atripennis_Lelek ozdobny
Caprimulgus binotatus_Brown Nightjar
Caprimulgus clarus_Lelek wysmukły
Caprimulgus climacurus_Lelek ostrosterny
Caprimulgus europaeus_Lelek (zwyczajny)
Caprimulgus fossii_Lelek klinosterny
Caprimulgus indicus_Lelek indyjski
Caprimulgus jotaka_Lelek mandżurski
Caprimulgus macrurus_Lelek paskogłowy
Caprimulgus madagascariensis_Lelek malgaski
Caprimulgus manillensis_Lelek filipiński
Caprimulgus natalensis_Lelek bagienny
Caprimulgus nigriscapularis_Lelek brązowy
Caprimulgus pectoralis_Lelek śniady
Caprimulgus poliocephalus_Lelek górski
Caprimulgus pulchellus_Lelek jawajski
Caprimulgus ruficollis_Lelek rdzawoszyi
Caprimulgus rufigena_Lelek akacjowy
Caprimulgus tristigma_Lelek skalny
Capsiempis flaveola_Cytrynówka
Caracara cheriway_Karakara białorzytna
Caracara plancus_Karakara czarnobrzucha
Cardellina canadensis_Wilsonka kanadyjska
Cardellina pusilla_Wilsonka mała
Cardellina rubra_Pąsówka białoucha
Cardellina rubrifrons_Szczygłówka
Cardellina versicolor_Pąsówka różowogłowa
Cardinalis cardinalis_Kardynał szkarłatny
Cardinalis phoeniceus_Kardynał pąsowy
Cardinalis sinuatus_Kardynał karmazynowy
Carduelis carduelis_Szczygieł
Carduelis citrinella_Osetnik (zwyczajny)
Carduelis corsicana_Osetnik korsykański
Cariama cristata_Kariama czerwononoga
Carpococcyx radiceus_Kukielnik jarzębaty
Carpococcyx renauldi_Kukielnik wielki
Carpodacus dubius_Dziwonia białobrewa
Carpodacus erythrinus_Dziwonia (zwyczajna)
Carpodacus puniceus_Dziwonia czerwonogardła
Carpodacus rodochroa_Dziwonia różowobrewa
Carpodacus rubicilla_Dziwonia duża
Carpodacus rubicilloides_Dziwonia ciemnolica
Carpodacus sibiricus_Giluszek
Carpodacus synoicus_Dziwonia synajska
Carpornis cucullata_Jagodowiec żółtobrzuchy
Carpornis melanocephala_Jagodowiec jarzębaty
Carpospiza brachydactyla_Wróbel krótkopalcowy
Carterornis chrysomela_Monareczka złota
Carterornis leucotis_Monareczka białoucha
Carterornis pileatus_Monareczka białoskrzydła
Caryothraustes canadensis_Kostogryz maskowy
Caryothraustes poliogaster_Kostogryz białobrzuchy
Casiornis rufus_Rdzaweczka jednobarwna
Cassiculus melanicterus_Kacykowiec meksykański
Castanozoster thoracicus_Melodnik
Casuarius casuarius_Kazuar hełmiasty
Catamblyrhynchus diadema_Pluszogłówka
Catamenia analis_Myszatka mała
Catamenia homochroa_Myszatka śniada
Catamenia inornata_Myszatka płowa
Cathartes aura_Sępnik różowogłowy
Catharus aurantiirostris_Drozdek żółtodzioby
Catharus bicknelli_Drozdek wędrowny
Catharus dryas_Drozdek czarnogłowy
Catharus frantzii_Drozdek rdzawogłowy
Catharus fuscater_Drozdek szarogrzbiety
Catharus fuscescens_Drozdek brunatny
Catharus gracilirostris_Drozdek cienkodzioby
Catharus guttatus_Drozdek samotny
Catharus maculatus_Drozdek andyjski
Catharus mexicanus_Drozdek meksykański
Catharus minimus_Drozdek szarolicy
Catharus occidentalis_Drozdek rdzawy
Catharus ustulatus_Drozdek okularowy
Catherpes mexicanus_Skalik ostrodzioby
Cecropis abyssinica_Jaskółka abisyńska
Cecropis cucullata_Jaskółka kreskowana
Cecropis daurica_Jaskółka rudawa
Cecropis semirufa_Jaskółka rdzawobrzucha
Cecropis striolata_Jaskółka modrogłowa
Celeus castaneus_Dzięcioł jasnogłowy
Celeus elegans_Dzięcioł kasztanowaty
Celeus flavescens_Dzięcioł żółtawy
Celeus flavus_Dzięcioł kremowy
Celeus galeatus_Dzięcioł hełmiasty
Celeus grammicus_Dzięcioł łuskowany
Celeus loricatus_Dzięcioł czerwonobrody
Celeus lugubris_Dzięcioł jasnoczuby
Celeus obrieni_Dzięcioł brazylijski
Celeus ochraceus_Dzięcioł ochrowy
Celeus spectabilis_Dzięcioł rdzawoczuby
Celeus torquatus_Dzięcioł obrożny
Celeus undatus_Dzięcioł tygrysi
Centrocercus urophasianus_Preriokur ostrosterny
Centronyx bairdii_Bagiennik łąkowy
Centronyx henslowii_Bagiennik rdzawoskrzydły
Centropus andamanensis_Kukal brunatny
Centropus bengalensis_Kukal bengalski
Centropus burchellii_Kukal białogardły
Centropus celebensis_Kukal celebeski
Centropus chlororhynchos_Kukal jasnodzioby
Centropus goliath_Kukal olbrzymi
Centropus leucogaster_Kukal białobrzuchy
Centropus melanops_Kukal czarnolicy
Centropus menbeki_Kukal wielki
Centropus milo_Kukal płowogłowy
Centropus monachus_Kukal niebieskogłowy
Centropus phasianinus_Kukal bażanci
Centropus rectunguis_Kukal krótkopalcowy
Centropus senegalensis_Kukal senegalski
Centropus sinensis_Kukal zmienny
Centropus superciliosus_Kukal białobrewy
Centropus toulou_Kukal malgaski
Centropus viridis_Kukal filipiński
Cephalopterus penduliger_Strojnoczub długobrody
Cepphus columba_Nurnik aleucki
Cepphus grylle_Nurnik (zwyczajny)
Ceratogymna atrata_Dzioborożec modrokoralowy
Ceratopipra chloromeros_Gorzyk wachlarzykowaty
Ceratopipra cornuta_Gorzyk rogaty
Ceratopipra erythrocephala_Gorzyk złotogłowy
Ceratopipra mentalis_Gorzyk czerwonogłowy
Ceratopipra rubrocapilla_Gorzyk purpurowogłowy
Cercibis oxycerca_Ibis ostrosterny
Cercococcyx mechowi_Kukułka ciemna
Cercococcyx montanus_Kukułka prążkowana
Cercococcyx olivinus_Kukułka oliwkowa
Cercomacra brasiliana_Mrówkowodzik brazylijski
Cercomacra carbonaria_Mrówkowodzik smolisty
Cercomacra cinerascens_Mrówkowodzik szary
Cercomacra ferdinandi_Mrówkowodzik rzeczny
Cercomacra manu_Mrówkowodzik peruwiański
Cercomacra melanaria_Mrówkowodzik lśniący
Cercomacra nigricans_Mrówkowodzik żałobny
Cercomacroides fuscicauda_Mrówinek wąwozowy
Cercomacroides laeta_Mrówinek śniady
Cercomacroides nigrescens_Mrówinek czarniawy
Cercomacroides parkeri_Mrówinek samotny
Cercomacroides serva_Mrówinek czarny
Cercomacroides tyrannina_Mrówinek ciemny
Cercotrichas coryphoeus_Drozdówek śniady
Cercotrichas galactotes_Drozdówka rdzawa
Cercotrichas hartlaubi_Drozdówka sawannowa
Cercotrichas leucophrys_Drozdówka jasna
Cercotrichas paena_Drozdówka pustynna
Cercotrichas podobe_Drozdówka czarna
Cercotrichas quadrivirgata_Drozdówek białosterny
Cercotrichas signata_Drozdówek brunatny
Certhia americana_Pełzacz amerykański
Certhia brachydactyla_Pełzacz ogrodowy
Certhia discolor_Pełzacz dębowy
Certhia familiaris_Pełzacz leśny
Certhia himalayana_Pełzacz himalajski
Certhia manipurensis_Pełzacz płowy
Certhiasomus stictolaemus_Tęgosterzyk mniejszy
Certhiaxis cinnamomeus_Bajorek żółtobrody
Certhiaxis mustelinus_Bajorek białobrody
Certhilauda semitorquata_Szponiak zuluski
Certhilauda subcoronata_Szponiak namibijski
Certhionyx variegatus_Srokatnik
Ceryle rudis_Rybaczek srokaty
Cettia brunnifrons_Wierzbówka himalajska
