Abeillia abeillei_Zielaczek
Spizixos semitorques_Ziębodziób obrożny
Spodiopsar cineraceus_Szpak szary
Spodiopsar sericeus_Szpak jedwabisty
Spodiornis rusticus_Slaty Finch
Sporaeginthus subflavus_Zbra Waxbill
Sporophila albogularis_Ziarnojadek białogardły
Sporophila angolensis_Ziarnojadek kasztanowobrzuchy
Sporophila atrirostris_Ziarnojadek czarnodzioby
Sporophila bouvreuil_Ziarnojadek cynamonowy
Sporophila bouvronides_Ziarnojadek łuskowany
Sporophila caerulescens_Ziarnojadek dwuobrożny
Sporophila castaneiventris_Ziarnojadek brązowobrzuchy
Sporophila cinnamomea_Ziarnojadek kasztanowaty
Sporophila collaris_Ziarnojadek maskowy
Sporophila corvina_Ziarnojadek kruczy
Sporophila crassirostris_Ziarnojadek grubodzioby
Sporophila falcirostris_Ziarnojadek sierpodzioby
Sporophila fringilloides_Ziarnojadek białorzytny
Sporophila frontalis_Ziarnojadek duży
Sporophila funerea_Ziarnojadek samotny
Sporophila hypochroma_Ziarnojadek rdzaworzytny
Sporophila hypoxantha_Ziarnojadek płowy
Sporophila intermedia_Ziarnojadek ciemnonogi
Sporophila leucoptera_Ziarnojadek białobrzuchy
Sporophila lineola_Ziarnojadek wąsaty
Sporophila luctuosa_Ziarnojadek żałobny
Sporophila minuta_Ziarnojadek rudobrzuchy
Sporophila morelleti_Ziarnojadek czarnowstęgi
Sporophila nigricollis_Ziarnojadek czarnolicy
Sporophila palustris_Ziarnojadek bagienny
Sporophila peruviana_Ziarnojadek papugodzioby
Sporophila pileata_Ziarnojadek melodyjny
Sporophila plumbea_Ziarnojadek siwy
Sporophila ruficollis_Ziarnojadek moczarowy
Sporophila schistacea_Ziarnojadek popielaty
Sporophila simplex_Ziarnojadek Taczanowskiego
Sporophila telasco_Ziarnojadek rudobrody
Sporophila torqueola_Ziarnojadek obrożny
Sporopipes frontalis_Łuskogłowik rdzawoszyi
Stachyris humei_Cierniodziób czarnolicy
Stachyris maculata_Cierniodziób rdzaworzytny
Stachyris nigriceps_Cierniodziób płowy
Stachyris nigricollis_Cierniodziób czarnogardły
Stachyris poliocephala_Cierniodziób sędziwy
Stachyris roberti_Cierniodziób brązowolicy
Stachyris strialata_Cierniodziób plamkoszyi
Stachyris thoracica_Cierniodziób białowstęgi
Stactolaema olivacea_Oliwkobrodal
Stagonopleura bella_Kraśniczek falisty
Steatornis caripensis_Tłuszczak
Stelgidillas gracilirostris_Bilbil cienkodzioby
Stelgidopteryx ruficollis_Wodówka południowa
Stelgidopteryx serripennis_Wodówka północna
Stenostira scita_Owadówka
Stephanoaetus coronatus_Wojownik wspaniały
Stephanophorus diadematus_Diademik
Stephanoxis lalandi_Strojniś czubaty
Stephanoxis loddigesii_Strojniś fioletowy
Stercorarius antarcticus_Wydrzyk brunatny
Stercorarius longicaudus_Wydrzyk długosterny
Stercorarius maccormicki_Wydrzyk antarktyczny
Stercorarius parasiticus_Wydrzyk ostrosterny
Stercorarius pomarinus_Wydrzyk tęposterny
Stercorarius skua_Wydrzyk wielki
Sterna aurantia_Rybitwa indyjska
Sterna dougallii_Rybitwa różowa
Sterna forsteri_Rybitwa czarnoucha
Sterna hirundinacea_Rybitwa jaskółcza
Sterna hirundo_Rybitwa rzeczna
Sterna paradisaea_Rybitwa popielata
Sterna striata_Rybitwa maoryska
Sterna sumatrana_Rybitwa równikowa
Sterna vittata_Rybitwa antarktyczna
Sternula albifrons_Rybitwa białoczelna
Sternula antillarum_Rybitwa mała
Sternula superciliaris_Rybitwa brazylijska
Stigmatura budytoides_Pliszkogonek duży
Stigmatura napensis_Pliszkogonek mały
Stilpnia cayana_Tangarka płowa
Stilpnia cyanicollis_Tangarka niebieskoszyja
Stilpnia cyanoptera_Tangarka czarnogłowa
Stilpnia heinei_Tangarka czarnołbista
Stilpnia larvata_Tangarka modrolica
Stilpnia nigrocincta_Tangarka czarnowstęga
Stilpnia peruviana_Tangarka rajska
Stilpnia preciosa_Tangarka ozdobna
Stilpnia vitriolina_Tangarka maskowa
Stiphrornis erythrothorax_Afrorudzik rdzawogardły
Stipiturus malachurus_Szczeciogonek smugowany
Stomiopera flava_Kantarowiec żółty
Strepera fuliginosa_Kurawonga tasmańska
Strepera graculina_Kurawonga czarna
Strepera versicolor_Kurawonga zmienna
Streptopelia capicola_Synogarlica popielata
Streptopelia chinensis_Spotted Dove
Streptopelia decaocto_Sierpówka (zwyczajna)
Streptopelia decipiens_Synogarlica okularowa
Streptopelia orientalis_Turkawka wschodnia
Streptopelia picturata_Madagascar Turtle-Dove
Streptopelia roseogrisea_Cukrówka
Streptopelia semitorquata_Synogarlica czerwonooka
Streptopelia senegalensis_Laughing Dove
Streptopelia tranquebarica_Synogarlica mała
Streptopelia turtur_Turkawka (zwyczajna)
Streptopelia vinacea_Synogarlica różowa
Streptoprocne biscutata_Lotniarz brazylijski
Streptoprocne rutila_Lotniarz rdzawoszyi
Streptoprocne zonaris_Lotniarz obrożny
Strix aluco_Puszczyk (zwyczajny)
Strix chacoensis_Puszczyk jarzębaty
Strix fulvescens_Puszczyk płowy
Strix hadorami_Puszczyk pustynny
Strix hylophila_Puszczyk brazylijski
Strix leptogrammica_Puszczyk brunatny
Strix nebulosa_Puszczyk mszarny
Strix nivicolum_Puszczyk leśny
Strix ocellata_Puszczyk falisty
Strix rufipes_Puszczyk patagoński
Strix seloputo_Puszczyk płowolicy
Strix uralensis_Puszczyk uralski
Strix varia_Puszczyk kreskowany
Strix woodfordii_Puszczyk pręgowany
Struthidea cinerea_Apostoł
Sturnella magna_Wojak obrożny
Sturnella neglecta_Wojak żółtogardły
Sturnia blythii_Szpak rdzawobrzuchy
Sturnia malabarica_Szpak szarogłowy
Sturnia pagodarum_Szpak bramiński
Sturnia sinensis_Szpak chiński
Sturnus unicolor_Szpak jednobarwny
Sturnus vulgaris_Szpak (zwyczajny)
Stymphalornis acutirostris_Mrówkodławik bagienny
Sublegatus arenarum_Szaroliczek północny
Sublegatus modestus_Szaroliczek zaroślowy
Sublegatus obscurior_Szaroliczek ciemny
Sugomel nigrum_Black Honeyeater
Suiriri affinis_Chapada Flycatcher
Suiriri suiriri_Siwogłowik
Sula dactylatra_Głuptak maskowy
Sula leucogaster_Głuptak białobrzuchy
Sula sula_Głuptak czerwononogi
Surnia ulula_Sowa jarzębata
Surniculus dicruroides_Kukielczyk indochiński
Surniculus lugubris_Kukielczyk
Surniculus musschenbroeki_Kukielczyk molucki
Suthora nipalensis_Ogoniatka czarnogardła
Suthora verreauxi_Ogoniatka złotawa
Swynnertonia swynnertoni_Złotynka obrożna
Sylvia abyssinica_Pokrzewka szarogłowa
Sylvia althaea_Hume's Whitethroat
Sylvia atricapilla_Kapturka
Sylvia atriceps_Pokrzewka śniadogłowa
Sylvia balearica_Balearic Warbler
Sylvia boehmi_Banded Parisoma
Sylvia borin_Gajówka
Sylvia cantillans_Subalpine Warbler
Sylvia communis_Greater Whitethroat
Sylvia conspicillata_Spectacled Warbler
Sylvia crassirostris_Eastern Orphean Warbler
Sylvia curruca_Lesser Whitethroat
Sylvia deserticola_Tristram's Warbler
Sylvia hortensis_Western Orphean Warbler
Sylvia layardi_Layard's Warbler
Sylvia leucomelaena_Arabian Warbler
Sylvia melanocephala_Sardinian Warbler
Sylvia melanothorax_Cyprus Warbler
Sylvia mystacea_Menetries's Warbler
Sylvia nana_Asian Desert Warbler
Sylvia nigricapillus_Kapturniczek
Sylvia nisoria_Barred Warbler
Sylvia ruppeli_Rüppell's Warbler
Sylvia sarda_Marmora's Warbler
Sylvia subalpina_Moltoni's Warbler
Sylvia subcoerulea_Chestnut-vented Warbler
Sylvia undata_Dartford Warbler
Sylvietta brachyura_Sawanka kusa
Sylvietta rufescens_Sawanka długodzioba
Sylvietta virens_Sawanka zielona
Sylvietta whytii_Sawanka rdzawa
Sylviorthorhynchus desmursii_Des Murs's Wiretail
Sylviorthorhynchus yanacensis_Cierniogonek rdzawy
Syma torotoro_Rdzawogłów nizinny
Symposiachrus mundus_Monareczka czarnogardła
Symposiachrus trivirgatus_Monareczka okularowa
Synallaxis albescens_Ogończyk blady
Synallaxis albigularis_Ogończyk szarolicy
Synallaxis albilora_Ogończyk białolicy
Synallaxis azarae_Ogończyk andyjski
Synallaxis brachyura_Ogończyk śniady
Synallaxis cabanisi_Ogończyk maskowy
Synallaxis candei_Ogończyk białowąsy
Synallaxis cherriei_Ogończyk rdzawolicy
Synallaxis cinerascens_Ogończyk szarobrzuchy
Synallaxis cinerea_Ogończyk bursztynowy
Synallaxis cinnamomea_Ogończyk kreskowany
Synallaxis courseni_Ogończyk inkaski
Synallaxis erythrothorax_Ogończyk meksykański
Synallaxis frontalis_Ogończyk gajowy
Synallaxis fuscorufa_Ogończyk kolumbijski
Synallaxis gujanensis_Ogończyk płowy
Synallaxis hellmayri_Ogończyk rdzawobarkowy
Synallaxis hypochondriaca_Ogończyk wielki
Synallaxis hypospodia_Ogończyk brazylijski
Synallaxis infuscata_Ogończyk nizinny
Synallaxis kollari_Ogończyk rdzawosterny
Synallaxis macconnelli_Ogończyk brunatny
Synallaxis maranonica_Ogończyk Taczanowskiego
Synallaxis moesta_Ogończyk ciemny
Synallaxis ruficapilla_Ogończyk rudogłowy
Synallaxis rutilans_Ogończyk rdzawy
Synallaxis scutata_Ogończyk obrożny
Synallaxis spixi_Ogończyk ubogi
Synallaxis stictothorax_Ogończyk białogardły
Synallaxis subpudica_Ogończyk siwobrody
Synallaxis tithys_Ogończyk czarnolicy
Synallaxis unirufa_Ogończyk jednobarwny
Syndactyla guttulata_Liściowiec wenezuelski
Syndactyla ruficollis_Liściowiec rudoszyi
Syndactyla rufosuperciliata_Liściowiec białogardły
Syndactyla subalaris_Liściowiec kreskowany
Syndactyla ucayalae_Liściowiec peruwiański
Synoicus chinensis_Blue-breasted Quail
Synoicus ypsilophorus_Brown Quail
Syrigma sibilatrix_Czapla gwiżdżąca
Syrrhaptes paradoxus_Pustynnik (zwyczajny)
Systellura decussata_Lelkowiec ubogi
Systellura longirostris_Lelkowiec długodzioby
Taccocua leschenaultii_Kukuła płowa
Tachornis phoenicobia_Widłogończyk antylski
Tachornis squamata_Widłogończyk łuskowany
Tachuris rubrigastra_Tęczak
Tachybaptus dominicus_Perkozek białoskrzydły
Tachybaptus novaehollandiae_Perkozek australijski
Tachybaptus ruficollis_Perkozek (zwyczajny)
Tachycineta albilinea_Nadobniczka namorzynowa
Tachycineta albiventer_Nadobniczka zielono-biała
Tachycineta bicolor_Nadobniczka drzewna
Tachycineta leucopyga_Nadobniczka biało-niebieska
Tachycineta leucorrhoa_Nadobniczka błękitna
Tachycineta thalassina_Nadobniczka białoskrzydła
Tachyeres brachypterus_Torpedówka falklandzka
Tachyeres leucocephalus_Torpedówka białogłowa
Tachyeres patachonicus_Torpedówka lotna
Tachyphonus coronatus_żałobnik koroniasty
Tachyphonus cristatus_Flame-crested Tanager
Tachyphonus delatrii_Lanio nadbrzeżny
Tachyphonus luctuosus_White-shouldered Tanager
Tachyphonus rufus_żałobnik czarny
Tachyphonus surinamus_Lanio płowoczuby
Tadorna cana_Kazarka szarogłowa
Tadorna ferruginea_Kazarka rdzawa
Tadorna tadorna_Ohar
Tadorna tadornoides_Kazarka obrożna
Tadorna variegata_Kazarka rajska
Taeniopygia bichenovii_Double-barred Finch
Taeniopygia guttata_Zeberka timorska
Taeniotriccus andrei_Rdzawoliczek
Talegalla fuscirostris_Nogal czarnodzioby
Talegalla jobiensis_Nogal brązowodzioby
Tangara arthus_Tangarka złota
Tangara callophrys_Tangarka hiacyntowa
Tangara chilensis_Tangarka zielonogłowa
Tangara cyanocephala_Tangarka czerwonoszyja
Tangara cyanoventris_Tangarka czarnogardła
Tangara desmaresti_Tangarka czarnoczelna
Tangara dowii_Tangarka łuskowana
Tangara fastuosa_Tangarka wspaniała
Tangara gyrola_Tangarka rudogłowa
Tangara icterocephala_Tangarka cytrynowa
Tangara inornata_Tangarka szara
Tangara labradorides_Tangarka lśniąca
Tangara lavinia_Tangarka rdzawoskrzydła
Tangara mexicana_Tangarka żółtobrzucha
Tangara nigroviridis_Tangarka berylowa
Tangara parzudakii_Tangarka ognistogłowa
Tangara schrankii_Tangarka złotozielona
Tangara seledon_Tangarka seledynowa
Tangara vassorii_Tangarka modra
Tangara velia_Opal-rumped Tanager
Tangara xanthocephala_Tangarka żółtoucha
Tanygnathus sumatranus_Papuga zielona
Tanysiptera galatea_Sterowik duży
Tanysiptera riedelii_Sterowik łuskowany
Tanysiptera sylvia_Sterowik białogrzbiety
Taoniscus nanus_Kusacz karłowaty
Tapera naevia_Klinochwostka paskowana
Taraba major_Taraba (południowa)
Tarphonomus certhioides_Bromeliowczyk rdzawobrewy
Tarphonomus harterti_Bromeliowczyk jasnobrewy
Tarsiger chrysaeus_Modraczek złotawy
Tarsiger cyanurus_Modraczek (zwyczajny)
Tarsiger indicus_Modraczek białobrewy
Tarsiger johnstoniae_Modraczek obrożny
Tarsiger rufilatus_Modraczek himalajski
Tauraco corythaix_Turak niebieskozielony
Tauraco hartlaubi_Turak liliowoczuby
Tauraco leucotis_Turak białouchy
Tauraco livingstonii_Turak ostroczuby
Tauraco macrorhynchus_Turak żółtodzioby
Tauraco persa_Turak zielonoczuby
Tauraco porphyreolophus_Turak rdzawy
Tauraco schalowi_Turak długoczuby
Tchagra australis_Czagra brązowołbista
Tchagra senegalus_Czagra senegalska
Tchagra tchagra_Czagra przylądkowa
Teledromas fuscus_Krytonos piaskowy
Telophorus bocagei_Gray-green Bushshrike
Telophorus dohertyi_Dzierzbik zmienny
Telophorus nigrifrons_Black-fronted Bushshrike
Telophorus olivaceus_Olive Bushshrike
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Telophorus viridis_Dzierzbik zielony
Telophorus zeylonus_Dzierzbik żółtogardły
Temnurus temnurus_Cierniogon
Tephrodornis pondicerianus_Kruczodzierzb mały
Tephrodornis sylvicola_Kruczodzierzb wielki
Tephrodornis virgatus_Kruczodzierzb duży
Terenotriccus erythrurus_Cynamopiórka
Terenura maculata_Zebrogłowik rdzawogrzbiety
Terenura sicki_Zebrogłowik popielaty
Teretistris fernandinae_Platynka żółtogłowa
Terpsiphone affinis_Muchodławka indochińska
Terpsiphone atrocaudata_Muchodławka czarnosterna
Terpsiphone bourbonnensis_Muchodławka maskareńska
Terpsiphone cinnamomea_Muchodławka cynamonowa
Terpsiphone mutata_Muchodławka białoskrzydła
Terpsiphone paradisi_Muchodławka rajska
Terpsiphone rufiventer_Muchodławka rdzawa
Terpsiphone viridis_Muchodławka wspaniała
Tersina viridis_Tersyna
Tesia cyaniventer_Kusaczynka szarobrzucha
Tesia everetti_Kusaczynka rdzawogłowa
Tesia olivea_Kusaczynka złotogłowa
Tesia superciliaris_Kusaczynka skąposterna
Tetrao tetrix_Black Grouse
Tetrao urogallus_Głuszec (zwyczajny)
Tetraogallus altaicus_Ułar ałtajski
Tetraogallus himalayensis_Ułar himalajski
Tetraogallus tibetanus_Ułar tybetański
Tetraophasis obscurus_Górak rudogardły
Tetrastes bonasia_Jarząbek (zwyczajny)
Tetrax tetrax_Strepet
Thalassarche cauta_Albatros szarodzioby
Thalassarche melanophris_Albatros czarnobrewy
Thalassarche salvini_Albatros szarogrzbiety
Thalasseus acuflavidus_Rybitwa karaibska
Thalasseus bergii_Rybitwa złotodzioba
Thalasseus elegans_Rybitwa kalifornijska
Thalasseus maximus_Rybitwa królewska
Thalasseus sandvicensis_Rybitwa czubata
Thalurania colombica_Widłogonek modrobrzuchy
Thalurania furcata_Widłogonek zielonogardły
Thalurania glaucopis_Widłogonek fioletowoczelny
Thamnistes anabatinus_Rudzielik (północny)
Thamnolaea cinnamomeiventris_Smolarek rdzawobrzuchy
Thamnomanes ardesiacus_Ciemnotek amazoński
Thamnomanes caesius_Ciemnotek szary
Thamnomanes saturninus_Ciemnotek czarnogardły
Thamnomanes schistogynus_Ciemnotek niebieskawy
Thamnophilus aethiops_Chronka kropkowana
Thamnophilus amazonicus_Chronka amazońska
Thamnophilus ambiguus_Chronka atlantycka
Thamnophilus atrinucha_Chronka nizinna
Thamnophilus bernardi_Chronka obrożna
Thamnophilus bridgesi_Chronka żałobna
Thamnophilus caerulescens_Chronka zmienna
Thamnophilus cryptoleucus_Chronka smolista
Thamnophilus doliatus_Chronka pręgowana
Thamnophilus insignis_Chronka wenezuelska
Thamnophilus melanonotus_Chronka czarnogłowa
Thamnophilus multistriatus_Chronka pasiasta
Thamnophilus murinus_Chronka mysia
Thamnophilus nigriceps_Chronka czarna
Thamnophilus nigrocinereus_Chronka ciemna
Thamnophilus palliatus_Chronka rdzawogrzbieta
Thamnophilus pelzelni_Chronka białobrzucha
Thamnophilus praecox_Chronka ekwadorska
Thamnophilus punctatus_Chronka plamista
Thamnophilus ruficapillus_Chronka rdzawogłowa
Thamnophilus schistaceus_Chronka czarnoskrzydła
Thamnophilus stictocephalus_Chronka plamkoskrzydła
Thamnophilus sticturus_Chronka boliwijska
Thamnophilus tenuepunctatus_Chronka andyjska
Thamnophilus torquatus_Chronka brazylijska
Thamnophilus unicolor_Chronka jednobarwna
Thamnophilus zarumae_Chronka jasnobrzucha
Thectocercus acuticaudatus_Szmaragdzianka
Theristicus caerulescens_Ibis ołowiany
Theristicus caudatus_Ibis płowy
Theristicus melanopis_Ibis maskowy
Thescelocichla leucopleura_Bilbilowiec
Thinocorus orbignyianus_Andówka szaropierśna
Thinocorus rumicivorus_Andówka mała
Thlypopsis inornata_Kapturzyk Taczanowskiego
Thlypopsis ornata_Kapturzyk cynamonowy
Thlypopsis pyrrhocoma_Kapturzyk rudy
Thlypopsis sordida_Kapturzyk pomarańczowy
Thlypopsis superciliaris_Kapturzyk szarouchy
Thraupis abbas_Tangarka żółtoskrzydła
Thraupis cyanocephala_Blue-capped Tanager
Thraupis cyanoptera_Tangarka lazurowoskrzydła
Thraupis episcopus_Tangarka niebieska
Thraupis ornata_Tangarka chabrowa
Thraupis palmarum_Tangarka palmowa
Thraupis sayaca_Tangarka modroskrzydła
Threnetes leucurus_Pustelnik jasnosterny
Threnetes ruckeri_Pustelnik pręgosterny
Threskiornis molucca_Ibis czarnopióry
Thripadectes flammulatus_Rudzielec paskowany
Thripadectes holostictus_Rudzielec kreskowany
Thripadectes ignobilis_Rudzielec jednobarwny
Thripadectes melanorhynchus_Rudzielec czarnodzioby
Thripadectes rufobrunneus_Rudzielec ciemny
Thripadectes virgaticeps_Rudzielec cętkowany
Thripophaga berlepschi_Moczarnik rdzawy
Thripophaga fusciceps_Miękkoster gładki
Thripophaga macroura_Miękkoster plamisty
Thryomanes bewickii_Strzyżyk myszaty
Thryophilus nicefori_Pręgostrzyżyk brązowy
Thryophilus pleurostictus_Pręgostrzyżyk czarnoplamy
Thryophilus rufalbus_Pręgostrzyżyk rdzawy
Thryophilus sernai_Pręgostrzyżyk cynamonowy
Thryophilus sinaloa_Pręgostrzyżyk kreskoszyi
Thryorchilus browni_Strzyżyk gajowy
Thryothorus ludovicianus_Strzyżyk karoliński
Tiaris olivaceus_Kubanik
Tichodroma muraria_Pomurnik
Tickellia hodgsoni_Bambusóweczka
Tigrisoma lineatum_Tygryska rdzawoszyja
Tigrisoma mexicanum_Tygryska nagobroda
Tijuca atra_Bławatowiec złotoskrzydły
Timalia pileata_Tymalia
Tinamus guttatus_Kusacz kropkowany
Tinamus major_Kusacz duży
Tinamus osgoodi_Kusacz czarny
Tinamus solitarius_Kusacz samotny
Tinamus tao_Kusacz szary
Tityra cayana_Bekarda czarnosterna
Tityra inquisitor_Bekarda czarnogłowa
Tityra semifasciata_Bekarda maskowa
Tockus deckeni_Toko czarnoskrzydły
Tockus erythrorhynchus_Toko białogrzbiety
Tockus kempi_Toko senegalski
Tockus leucomelas_Toko czerwonolicy
Tockus rufirostris_Toko buszmeński
Todiramphus australasia_Łowczyk rudawy
Todiramphus chloris_Łowczyk obrożny
Todiramphus funebris_Łowczyk żałobny
Todiramphus macleayii_Łowczyk leśny
Todiramphus nigrocyaneus_Łowczyk niebiesko-czarny
Todiramphus sacer_Łowczyk plamkogłowy
Todiramphus sanctus_Łowczyk czczony
Todiramphus saurophagus_Łowczyk białogłowy
Todiramphus sordidus_Łowczyk ciemnogłowy
Todiramphus tristrami_Łowczyk atolowy
Todiramphus winchelli_Łowczyk złotobrewy
Todirostrum chrysocrotaphum_Klinodziobek żółtobrewy
Todirostrum cinereum_Klinodziobek szary
Todirostrum maculatum_Klinodziobek plamisty
Todirostrum nigriceps_Klinodziobek czarnogłowy
Todirostrum pictum_Klinodziobek białogardły
Todirostrum poliocephalum_Klinodziobek żółtokantarowy
Todus angustirostris_Płaskodziobek cienkodzioby
Todus mexicanus_Płaskodziobek długodzioby
Todus multicolor_Płaskodziobek kubański
Todus subulatus_Płaskodziobek duży
Tolmomyias assimilis_Oliwiak żółtobrzuchy
Tolmomyias flaviventris_Oliwiak żółty
Tolmomyias flavotectus_Oliwiak siwogłowy
Tolmomyias poliocephalus_Oliwiak Taczanowskiego
Tolmomyias sulphurescens_Oliwiak jasnogardły
Tolmomyias traylori_Oliwiak żółtooki
Tolmomyias viridiceps_Oliwiak peruwiański
Topaza pella_Topazik szkarłatny
Topaza pyra_Topazik ognisty
Touit batavicus_Barwniczka liliowosterna
Touit dilectissimus_Barwniczka niebieskoczelna
Touit huetii_Barwniczka czarnoczelna
Touit melanonotus_Barwniczka brunatnogrzbieta
Touit purpuratus_Barwniczka brązowogłowa
Touit stictopterus_Barwniczka plamkoskrzydła
Touit surdus_Barwniczka żółtosterna
Toxorhamphus novaeguineae_Nektarojad żółtobrzuchy
Toxostoma bendirei_Przedrzeźniacz kaktusowy
Toxostoma cinereum_Przedrzeźniacz szary
Toxostoma crissale_Przedrzeźniacz szaropierśny
Toxostoma curvirostre_Przedrzeźniacz krzywodzioby
Toxostoma lecontei_Przedrzeźniacz piaskowy
Toxostoma longirostre_Przedrzeźniacz długodzioby
Toxostoma ocellatum_Przedrzeźniacz kroplisty
Toxostoma redivivum_Przedrzeźniacz kalifornijski
Toxostoma rufum_Przedrzeźniacz rudy
Trachyphonus darnaudii_Brodal czarnogardły
Trachyphonus erythrocephalus_Brodal czerwonouchy
Trachyphonus purpuratus_żółtodziób
Trachyphonus vaillantii_Brodal czubaty
